wallet,total_transactions,unique_assets,total_volume_usd,avg_transaction_size,median_transaction_size,max_transaction_size,deposit_count,deposit_ratio,borrow_count,borrow_ratio,repay_count,repay_ratio,redeemunderlying_count,redeemunderlying_ratio,liquidationcall_count,liquidationcall_ratio,activity_span_days,transactions_per_day,avg_time_between_tx,std_time_between_tx,min_time_between_tx,net_deposits,net_borrows,deposit_to_borrow_ratio,repay_to_borrow_ratio,liquidation_ratio,transaction_variance,large_transaction_ratio,round_number_ratio,repetitive_pattern_score,asset_concentration,gini_coefficient
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,69,1,2.796135272799093e+24,4.052369960578395e+22,1.850636934313827e+22,1.8472479350618333e+23,26,0.37681159420289856,24,0.34782608695652173,9,0.13043478260869565,10,0.14492753623188406,0,0.0,30.65619212962963,2.2507687748117466,10.819832516339869,63.35987815533137,0.0033333333333333335,-1.0812428544415839e+21,-6.671804883068256e+19,1.3388938369098884,1.0001116616397911,0.0,2.308603846208015e+45,0.08695652173913043,0.2463768115942029,0.6877664109121909,1.0,0.0
0x00000029ff545c86524ade7caf132527707948c4,47,4,9.991154302078428e+24,2.1257775110805166e+23,1.0111044086206291e+23,1.495147908656053e+24,12,0.2553191489361702,12,0.2553191489361702,12,0.2553191489361702,11,0.23404255319148937,0,0.0,2.104513888888889,22.332948358356706,1.0980072463768116,5.7807139000104035,0.0038888888888888888,2.1273233847892622e+22,1.591866062344115e+22,1.8497511828370874,0.9909528009799978,0.0,1.0885304853400085e+47,0.10638297872340426,0.0851063829787234,0.5936632747456059,0.425531914893617,0.21808510638297873
0x00000087c4cebffb95746d1935de7fbcab092f40,250,8,4.653640545421354e+22,1.861456218168542e+20,25243052981.91491,1.108220849176657e+22,86,0.344,62,0.248,45,0.18,57,0.228,0,0.0,100.5072800925926,2.4873820062555354,9.687448683623384,53.016918119738364,0.0,2.216534573584572e+22,2.1965049711581985e+22,0.9570457182572788,0.05176743721236427,0.0,1.9462602903415925e+42,0.1,0.324,0.6418795180722892,0.864,0.7909999999999999
0x000000e28faa823d5b53ff6c2922c28335840375,297,7,1.0141980241541862e+25,3.414808162135307e+22,4.279449225440001e+21,2.548403504105862e+23,107,0.3602693602693603,66,0.2222222222222222,63,0.21212121212121213,61,0.2053872053872054,0,0.0,137.20600694444445,2.1646282594628463,11.124811373873872,92.23487659902472,0.0044444444444444444,5.381618820189206e+23,7.073347824072381e+23,1.2243956412574906,0.7236626831582187,0.0,2.8216645344187434e+45,0.09764309764309764,0.4006734006734007,0.5504140504140504,0.4006734006734007,0.4396344396344397
0x000006eee6e39015cb523aebdd4d0b1855aba682,28,7,1.3913863045762614e+23,4.969236802058077e+21,3.030501258798269e+20,2.4550022575155208e+22,11,0.39285714285714285,4,0.14285714285714285,1,0.03571428571428571,9,0.32142857142857145,3,0.10714285714285714,41.2944212962963,0.6780576920813108,36.706152263374484,79.73904427934733,0.010555555555555556,-7.281990558392359e+21,-1.4421552082877363e+20,1.862435022442781,1.0062683161371948,0.0,6.121781668717649e+43,0.10714285714285714,0.42857142857142855,0.33134920634920634,0.4642857142857143,0.41836734693877553
0x00000a9c78912badb92d73b6ed26456e11def5eb,1,1,1692754.3127773313,1692754.3127773313,1692754.3127773313,1692754.3127773313,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1692754.3127773313,0.0,1692754.3127773313,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
0x00001bc47f0973f794f79c16121cee879e272d6a,4,2,53501440123.14357,13375360030.785892,13347917439.441093,13526373070.995455,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,47.00429398148148,0.085098608258554,376.03435185185185,438.59331760767043,102.1625,-53501440123.14357,0.0,0.0,0.0,0.0,1.1723252505233986e+16,0.25,0.0,0.3333333333333333,0.75,0.25
0x00002b503a75998c97508916a74fdb41934fa030,147,7,4.916297965137643e+24,3.3444203844473765e+22,130384579019.79385,5.29344127071701e+23,27,0.1836734693877551,47,0.3197278911564626,45,0.30612244897959184,28,0.19047619047619047,0,0.0,125.32153935185185,1.172982719173947,20.600800989345508,68.54885413558674,0.0,7.16206836981025e+23,1.907503963485906e+23,3.7121478652582454,0.6912915397601807,0.0,7.143305337403158e+45,0.10204081632653061,0.6530612244897959,0.45540956108470787,0.32653061224489793,0.4373177842565598
0x0000897253cc85f7547317eb2080b36b3255687a,2,1,9.317181620951547e+20,4.658590810475773e+20,4.658590810475773e+20,4.6618576206638966e+20,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,3.5146064814814815,0.5690537505516001,84.35055555555556,,84.35055555555556,6.533620376246026e+17,0.0,4.6618576206638966e+20,0.0,0.0,2.1344097610448633e+35,0.5,0.0,0.0,1.0,0.0
0x0000b252c943089fbba5554a1d196ef79bc77e4f,1,1,1116218.296466259,1116218.296466259,1116218.296466259,1116218.296466259,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1116218.296466259,0.0,1116218.296466259,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
0x0000ce08fa224696a819877070bf378e8b131acf,14,4,2.752414713056826e+21,1.9660105093263045e+20,1943935803.413402,1.257932658028036e+21,3,0.21428571428571427,1,0.07142857142857142,0,0.0,10,0.7142857142857143,0,0.0,75.77993055555555,0.1847454846865604,139.90141025641026,197.5446794315172,0.020555555555555556,-1.4905471029345258e+21,1.257932658028036e+21,0.0015640551460175854,0.0,0.0,1.7023740957263175e+41,0.14285714285714285,0.21428571428571427,0.3076923076923077,0.5,0.2857142857142857
0x00010a708585ba4812a1c5976182626c75cb7a6b,29,6,1.7701762219701177e+21,6.104055937827992e+19,117216835.24831884,5.557228965749953e+20,9,0.3103448275862069,6,0.20689655172413793,7,0.2413793103448276,7,0.2413793103448276,0,0.0,79.51586805555556,0.36470707934343993,68.15645833333335,173.34526565594274,0.0,1.1219320903753086e+21,3.247272621334856e+17,3.7779210897238777,0.9989271860659106,0.0,1.8357311343641994e+40,0.10344827586206896,0.3793103448275862,0.28448275862068967,0.3448275862068966,0.3735632183908046
0x00016fc0c9f7620e920e1423fd455f9574f48025,2,1,3.1457592760046474e+18,1.5728796380023237e+18,1.5728796380023237e+18,1.5794844914008806e+18,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.6416782407407406,1.2182655226627,39.40027777777778,,39.40027777777778,3.1457592760046474e+18,0.0,3.1457592760046474e+18,0.0,0.0,8.7248176832858e+31,0.5,0.0,0.0,1.0,0.0
0x0002761e848b24046a53d494847b11a3e1d36b09,1,1,1.0022621744374797e+18,1.0022621744374797e+18,1.0022621744374797e+18,1.0022621744374797e+18,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0022621744374797e+18,0.0,1.0022621744374797e+18,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,2,1,1011250.6095471126,505625.3047735563,505625.3047735563,1011151.8932688306,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,7.143796296296296,0.27996319002501524,171.45111111111112,,171.45111111111112,1011250.6095471126,0.0,1011250.6095471126,0.0,0.0,511114263351.3408,0.5,0.0,0.0,1.0,0.0
0x0003816b25fd3d6c112eb65c089760fa3f791947,4,2,2.0134714836900525e+22,5.033678709225131e+21,5.032711388500011e+21,7.122699059900504e+21,1,0.25,1,0.25,1,0.25,1,0.25,0,0.0,1.0,4.0,0.013703703703703704,0.00903240622093126,0.006666666666666667,4.226782900489552e+18,-3.575000000049971e+17,2.417265994964524,1.0001213265625775,0.0,5.80691054086635e+42,0.25,1.0,0.0,0.5,0.0
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,37,6,5.518805243601938e+20,1.4915689847572806e+19,593779740.7723043,2.9465863852764086e+20,12,0.32432432432432434,5,0.13513513513513514,0,0.0,20,0.5405405405405406,0,0.0,100.84355324074075,0.366904961308444,67.22903549382715,210.56712818199665,0.0,-4.8553850895054085e+20,917402818.3810866,36157516676.15719,0.0,0.0,3.584593041823858e+39,0.10810810810810811,0.4864864864864865,0.4159159159159159,0.43243243243243246,0.5
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,2,1,2098987308.1803527,1049493654.0901763,1049493654.0901763,1049493771.5306416,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,1.0,2.0,0.023333333333333334,,0.023333333333333334,-234.88093054294586,0.0,1049493536.649711,0.0,0.0,27584.52576636008,0.5,0.0,0.0,1.0,0.0
0x0003f46779806fe779e7f30eec95dbdb4d45840b,24,2,7156162418.178757,298173434.0907815,267783992.9777454,749580285.7063982,8,0.3333333333333333,6,0.25,5,0.20833333333333334,5,0.20833333333333334,0,0.0,82.84640046296296,0.28969273095611875,86.44841787439614,323.50707049657433,0.0,786124113.3087959,621659819.1443973,1.0429972490106838,0.7033962502021598,0.0,6.279073534399743e+16,0.08333333333333333,0.7916666666666666,0.4701086956521739,0.9166666666666666,0.41666666666666674
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,10,2,3378865539.19038,337886553.919038,220769666.2396585,982136001.4307568,2,0.2,3,0.3,1,0.1,4,0.4,0,0.0,82.02820601851852,0.12190928566379254,218.7418827160494,409.9099894869927,0.06555555555555556,-341580713.0106051,-37810265.31135666,1.965811765596859,1.074771849165671,0.0,7.883583091240211e+16,0.1,0.6,0.05555555555555555,0.6,0.10000000000000009
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2,2,2.7417593619495214e+21,1.3708796809747607e+21,1.3708796809747607e+21,2.741759361949003e+21,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1.0,2.0,0.058055555555555555,,0.058055555555555555,2.741759361949003e+21,518312732.4254524,5289778140542.482,0.0,0.0,3.758622199416081e+42,0.5,0.5,0.0,0.5,0.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,6,1,1.1609793917726137e+20,1.934965652954356e+19,2.2653259187424076e+19,2.2653259187424076e+19,2,0.3333333333333333,1,0.16666666666666666,1,0.16666666666666666,2,0.3333333333333333,0,0.0,1.0,6.0,0.02088888888888889,0.02881561219500359,0.0,14158286991360.0,0.0,1.5625,1.0,0.0,2.619309725079245e+37,0.0,1.0,0.25,1.0,0.0
0x0005696d4be2359526c497fe4a4c0620b41f2426,7,4,1.5855481550360758e+21,2.2650687929086797e+20,593761137.6147482,7.470032840895532e+20,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285,4,0.5714285714285714,0,0.0,1.0,7.0,2.571944444444444,5.8854341622158834,0.0,-1.1417351363776597e+20,808135.4935576916,1239029087780.9177,0.9986389552256584,0.0,1.25115308559543e+41,0.14285714285714285,0.14285714285714285,0.08333333333333333,0.42857142857142855,0.25
0x000660cad76200a2e326f53e033919905e6c50f5,1,1,1064852.57555633,1064852.57555633,1064852.57555633,1064852.57555633,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1064852.57555633,0.0,1064852.57555633,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1,1.1536765310394422e+18,1.1536765310394422e+18,1.1536765310394422e+18,1.1536765310394422e+18,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.1536765310394422e+18,0.0,1.1536765310394422e+18,0.0,0.0,,0.0,1.0,0.0,1.0,0.0
0x00080000158a9930aeb508823103b0a977161c47,2,1,2.617513598912143e+18,1.3087567994560714e+18,1.3087567994560714e+18,1.5848677270563487e+18,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,9.988402777777777,0.2002322137478882,239.72166666666666,,239.72166666666666,2.617513598912143e+18,0.0,2.617513598912143e+18,0.0,0.0,1.5247448868057115e+35,0.5,1.0,0.0,1.0,0.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,1,1.0581473433072288e+18,5.290736716536144e+17,5.290736716536144e+17,1.0580976520839908e+18,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,7.811921296296297,0.2560189643677309,187.48611111111111,,187.48611111111111,1.0581473433072288e+18,0.0,1.0581473433072288e+18,0.0,0.0,5.597327437407985e+35,0.5,0.0,0.0,1.0,0.0
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,1,3.2446847156000052e+16,3.2446847156000052e+16,3.2446847156000052e+16,3.2446847156000052e+16,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,3.2446847156000052e+16,0.0,3.2446847156000052e+16,0.0,0.0,,0.0,1.0,0.0,1.0,0.0
0x000a27ba176083e4b50177378cbe7469a00dd557,12,2,875371510.9244684,72947625.91037236,73472035.51573613,160225777.54977876,4,0.3333333333333333,2,0.16666666666666666,2,0.16666666666666666,4,0.3333333333333333,0,0.0,33.186087962962965,0.361597305876863,72.4060101010101,216.18450952829338,0.0,1010611.1669889092,160492.4633357525,1.7325979827920197,0.9989993381399093,0.0,2472187355730248.0,0.16666666666666666,0.25,0.13636363636363635,0.5,0.0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,5,5.214410798787074e+22,1.212653674136529e+21,1.069706102466555e+19,5.838238143657059e+21,18,0.4186046511627907,8,0.18604651162790697,5,0.11627906976744186,12,0.27906976744186046,0,0.0,25.913368055555555,1.6593751884283237,14.807638888888889,42.57810615704618,0.0038888888888888888,-1.3417265165115467e+22,7.356464163959259e+19,262.7164172390571,1.819011698939936e-10,0.0,3.838414685883942e+42,0.11627906976744186,0.4186046511627907,0.4280177187153931,0.3488372093023256,0.3348837209302326
0x000ab43e658935ba39504a1424b01756c1e9644c,2,1,1.2501761732178365e+17,6.250880866089182e+16,6.250880866089182e+16,1.1365237938343968e+17,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1.0,2.0,0.012222222222222223,,0.012222222222222223,1.1365237938343968e+17,1.1365237938343968e+16,10.0,0.0,0.0,5.231329652504509e+33,0.5,1.0,0.0,1.0,0.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,8,6.214800187456194e+20,8.071169074618434e+18,149945680.5649541,9.843356285546257e+19,49,0.6363636363636364,0,0.0,0,0.0,28,0.36363636363636365,0,0.0,123.26833333333333,0.6246535336190695,38.926842105263155,64.24447830030114,0.006666666666666667,-7.44569297886981e+19,0.0,2.7351154447846054e+20,0.0,0.0,3.3274208821579243e+38,0.1038961038961039,0.42857142857142855,0.47368421052631576,0.4025974025974026,0.5275974025974026
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,2,1.5694711530185959e+22,3.9236778825464897e+21,3.9236778825464897e+21,5.480588573862458e+21,1,0.25,1,0.25,1,0.25,1,0.25,0,0.0,1.0,4.0,0.005555555555555556,0.0009622504486493764,0.005,0.0,0.0,2.315643293590278,1.0,0.0,3.23196120097862e+42,0.0,1.0,0.25,0.5,0.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,4,3.619680607672736e+20,5.098141700947515e+18,119908667.68378067,6.4946558081526915e+19,20,0.28169014084507044,20,0.28169014084507044,17,0.23943661971830985,14,0.19718309859154928,0,0.0,66.14396990740741,1.0734160664893622,22.67793253968254,34.46105756909848,0.010555555555555556,1.3253200041266741e+19,30778724.645792246,194641769506.89664,0.968067771984223,0.0,1.874932992812045e+38,0.09859154929577464,0.4507042253521127,0.3998993963782696,0.39436619718309857,0.21478873239436624
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,2,2.821056376025857e+20,4.701760626709762e+19,6.847744826244305e+19,7.667329281517614e+19,4,0.6666666666666666,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,30.66425925925926,0.1956675342871119,147.18844444444446,282.29754405673276,0.015,2.821056376025053e+20,-211657.0644293353,7034583808143.069,1.0052778787796208,0.0,1.3364689596403065e+39,0.16666666666666666,0.8333333333333334,0.26666666666666666,0.6666666666666666,0.16666666666666674
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1,1218108806215370.8,1218108806215370.8,1218108806215370.8,1218108806215370.8,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1218108806215370.8,0.0,1218108806215370.8,0.0,0.0,,0.0,1.0,0.0,1.0,0.0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,1,1.3920558505203293e+17,1.3920558505203293e+17,1.3920558505203293e+17,1.3920558505203293e+17,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.3920558505203293e+17,0.0,1.3920558505203293e+17,0.0,0.0,,0.0,1.0,0.0,1.0,0.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,3,7.604061861672241e+20,9.505077327090301e+19,251825078.2053924,7.604061861653314e+20,1,0.125,3,0.375,2,0.25,2,0.25,0,0.0,80.57099537037037,0.09929131399240433,276.2434126984127,690.1755821674719,0.022222222222222223,7.604061861648292e+20,383074322.66002506,857545048223.0443,0.5679894581669325,0.0,7.227719599476167e+40,0.125,0.375,0.21428571428571427,0.5,0.25
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,2,1.0409410810581126e+22,1.3011763513226407e+21,59783304.3638185,3.8413625938907376e+21,6,0.75,0,0.0,0,0.0,2,0.25,0,0.0,20.31818287037037,0.3937359975072501,69.66234126984128,117.37507457485208,0.11611111111111111,3.6985838580569185e+21,0.0,7.053997334319023e+21,0.0,0.0,3.2559155674142114e+42,0.125,0.625,0.2857142857142857,0.625,0.125
0x000e840a3122ec28d0c29321db172375cb049762,10,2,7.001900836899825e+20,7.0019008368998244e+19,267445255.12806064,2.3964971572488353e+20,5,0.5,2,0.2,2,0.2,1,0.1,0,0.0,26.296134259259258,0.38028403344034695,70.12302469135801,123.70063449072317,0.012222222222222223,7.001900836890137e+20,-565693.6323479116,3229276196391.6143,1.0026089786530055,0.0,9.991063054436188e+39,0.1,0.3,0.16666666666666666,0.6,0.10000000000000009
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,3,1.0756333303618222e+20,4.889242410735556e+18,15975270.320997626,1.8315732359092113e+19,8,0.36363636363636365,6,0.2727272727272727,4,0.18181818181818182,4,0.18181818181818182,0,0.0,1.9734722222222223,11.147864029840242,2.2553968253968253,6.048723029052244,0.01638888888888889,2.57449145843137e+19,-747051.8613707051,1924697762029.7551,1.021571794264289,0.0,4.394194457100014e+37,0.13636363636363635,0.45454545454545453,0.2857142857142857,0.5454545454545454,0.27272727272727276
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1,1.097254760600487e+18,1.097254760600487e+18,1.097254760600487e+18,1.097254760600487e+18,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.097254760600487e+18,0.0,1.097254760600487e+18,0.0,0.0,,0.0,1.0,0.0,1.0,0.0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,2,1.8486625071871666e+20,9.243312535935833e+19,9.243312535935833e+19,1.0237738923188868e+20,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,15.675266203703703,0.12758953972516562,376.2063888888889,,376.2063888888889,1.98885277450607e+19,0.0,1.0237738923188868e+20,0.0,0.0,1.9777676793302463e+38,0.5,0.5,0.0,0.5,0.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,4,6.687815264808566e+22,2.675126105923426e+21,7467888030.996688,1.3271969647213775e+22,7,0.28,6,0.24,3,0.12,9,0.36,0,0.0,18.144305555555555,1.3778427575226389,18.144305555555555,48.54852208044702,0.0,-3.9006246422751803e+21,37601872.22661972,1788729910934.9817,0.997864012904643,0.0,1.9610152893923462e+43,0.12,0.36,0.3116666666666667,0.44,0.37
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,5,1.504917014979466e+26,2.061530157506118e+24,1.510174170192355e+24,6.85949221370097e+24,26,0.3561643835616438,19,0.2602739726027397,13,0.1780821917808219,15,0.2054794520547945,0,0.0,2.827002314814815,25.822405456637174,0.9423341049382716,4.40606472824145,0.0033333333333333335,1.6471440934082826e+23,1.015546294157617e+23,1.1889409847755688,0.9970509407929747,0.0,4.567034342986263e+48,0.1095890410958904,0.0684931506849315,0.6153919330289193,0.6986301369863014,0.5917808219178082
0x000f908720f9ce164d90f4fc89459fab4442907f,96,2,4.652763195628203e+21,4.846628328779378e+19,3.6340355809864696e+19,2.5886931382803592e+20,32,0.3333333333333333,30,0.3125,17,0.17708333333333334,17,0.17708333333333334,0,0.0,1.3537152777777777,70.91594634108806,0.34199122807017557,1.4895498623552659,0.0038888888888888888,3.484187578620707e+18,3.66723024872525e+18,1.925453564191058,0.9953954899641876,0.0,2.4725942553280546e+39,0.10416666666666667,0.28125,0.5357456140350877,0.7708333333333334,0.27083333333333326
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,2,1.2212844026606673e+21,1.526605503325834e+20,1.396839556718298e+20,5.81502158577032e+20,3,0.375,1,0.125,1,0.125,3,0.375,0,0.0,8.035497685185184,0.9955823912126027,27.550277777777783,35.43165017582583,0.042777777777777776,2.4128274656534508e+20,3.10619112524415e+17,4.224166772431864,0.9977814605134435,0.0,3.5814409565569315e+40,0.125,0.5,0.0,0.875,0.375
0x0011730224657eb527cf736039854c3a3f140e63,4,2,4.504053578690184e+21,1.126013394672546e+21,1.1226747806037959e+21,1.520678661300002e+21,1,0.25,1,0.25,1,0.25,1,0.25,0,0.0,1.0,4.0,0.012777777777777777,0.0064069792192615535,0.006666666666666667,-1.335445627500023e+19,0.0,2.0423745504105475,1.0,0.0,2.007426809321114e+41,0.25,1.0,0.125,0.5,0.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,2,2.6112589171173923e+20,6.528147292793481e+19,6.521456136150137e+19,1.306967689887339e+20,2,0.5,1,0.25,1,0.25,0,0.0,0,0.0,1.0,4.0,0.4366666666666667,0.5537969387624999,0.07166666666666667,2.6112589171173402e+20,-13409.613333635498,100318525989270.77,1.0051516631878137,0.0,5.682239549274387e+39,0.25,0.25,0.0,0.5,0.0
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,1,2.2961814875215222e+18,1.1480907437607611e+18,1.1480907437607611e+18,1.1725579723009603e+18,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2.7753703703703705,0.7206245412690998,66.60888888888888,,66.60888888888888,2.2961814875215222e+18,0.0,2.2961814875215222e+18,0.0,0.0,1.1972905448766734e+33,0.5,1.0,0.0,1.0,0.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,7,2.810162514447535e+22,1.2165205690249069e+20,145925141.44508561,4.162605766511282e+21,101,0.43722943722943725,24,0.1038961038961039,93,0.4025974025974026,11,0.047619047619047616,2,0.008658008658008658,62.002928240740744,3.7256304912421063,6.469870772946861,34.129369537533556,0.0038888888888888888,1.457135676387379e+22,4.030041787337324e+21,3.7030603658305896,0.18833821440911092,0.0,2.085526122551246e+41,0.09956709956709957,0.2683982683982684,0.46954639563335215,0.49783549783549785,0.5021645021645023
